SquareFeet,Bedrooms,Bathrooms,Age,Location,Price
1629.8716714147022,3,1.0,35.953781025540586,Urban,483517.58415969927
1422.7962774555901,1,1.5,27.375894202999724,Rural,371967.01194697776
984.4722630368797,4,1.5,47.188905568418456,Rural,353978.0597435166
1895.8335322710827,3,1.0,12.544515826705238,Suburban,462842.13511200354
1664.7926148185065,3,3.0,5.028136604172218,Urban,520282.4170686395
3892.5356347725037,2,1.5,19.663074254960762,Urban,780133.3320630288
2584.6682440001405,4,2.0,30.8356353823388,Suburban,660126.6200712946
1911.286524897624,5,2.5,43.03994684577475,Rural,539044.0388037565
2657.4963231798274,3,1.0,17.309844334016383,Urban,617695.2484772485
1245.4294443062256,5,1.0,32.68933755622308,Rural,373392.30107071873
2220.9399974470493,3,2.5,17.509934051160954,Rural,552012.1668935715
2803.949828547404,5,3.0,30.860979149722905,Suburban,706579.9351782748
2364.4730617358446,4,2.5,44.24039735153254,Suburban,543229.4898001255
2085.6921620938374,2,1.5,11.567882112970452,Rural,480150.4487812418
3980.314844479034,4,2.5,20.212082105351957,Urban,847223.450386224
3617.0072388765666,1,1.0,49.66325982148733,Urban,720226.7493282093
2794.8990661102084,2,2.5,43.42785141247304,Suburban,595910.426733168
2622.007555783305,4,2.0,28.231992894810098,Rural,603510.4100251357
2786.113535438669,1,1.5,25.831379592713766,Urban,613078.744335866
1444.1987450317865,3,2.5,14.23001911523405,Urban,457334.1763929537
2064.4407784458194,3,1.0,25.86047138467647,Suburban,479931.9106476452
926.2705052508778,5,1.5,42.40907491399736,Rural,381425.20412084
2321.7473199578453,2,1.0,34.25872566388903,Urban,573253.0864993797
2537.678668664522,3,3.0,14.502201408899328,Suburban,624741.2480800425
1528.7991555302706,2,2.0,10.073196052676646,Urban,469289.78739021637
3884.892310929644,3,3.0,13.260426849841455,Urban,874693.6993212053
3710.2547549991746,5,2.0,8.487960069641327,Urban,856183.3243123096
3110.858353458899,4,2.5,4.782034801185797,Suburban,720965.1600987761
2506.8372120491604,5,1.5,20.95680872210275,Rural,613355.5556208205
3583.9013108725917,1,2.5,5.664980219913385,Suburban,767283.5891543247
1218.0875002350813,3,2.0,8.595627886355217,Rural,400183.9305174831
3329.631341679632,1,2.0,27.366234216974306,Urban,683690.8163418993
1199.4266046939147,1,2.0,8.229963684978737,Rural,359624.0680048104
3341.4741201580973,2,1.0,3.1939883715451423,Urban,741151.5924028847
1682.4562184043423,3,1.5,15.86944250139426,Urban,504724.06015737104
3606.6898592582047,1,2.5,11.015954931098376,Suburban,748544.0029190646
3820.9347002412733,4,2.5,25.765259399718836,Urban,823341.3920538035
1276.14710209637,1,3.0,5.118354229160466,Suburban,416705.7824164642
2280.5619362092593,4,2.0,37.58853938414891,Rural,550065.0698314857
3939.1596101205923,2,2.0,45.311675971756934,Rural,736326.4421969427
2346.903795114069,1,2.0,37.17175869780972,Urban,555106.8448423414
3563.3520720465444,5,2.5,26.641351870069713,Suburban,786288.6819585767
2683.9408708202236,2,3.0,43.03339108944426,Urban,588071.7925624781
2001.055705342726,4,1.0,34.74591898907538,Suburban,490400.3891901271
1714.5073776827846,2,1.5,0.5275561225094927,Suburban,465515.81186896656
1450.3138914754793,1,1.0,19.704507638725154,Suburban,394408.6217248223
3237.7542124086312,3,2.5,42.54759497034,Rural,658334.1378491927
2036.9296218336892,3,2.0,17.292942898763464,Suburban,523433.2511675393
2436.0814790424038,4,1.5,1.760758676276175,Rural,576819.3185468232
2375.441536003782,4,2.5,37.308981927613615,Suburban,606147.9067977499
2647.29289354602,3,2.5,40.101913514143426,Rural,623838.6427968707
3569.846865998567,4,2.5,8.029684752165428,Rural,812132.995637386
3938.365899466974,2,1.5,26.86702484215906,Rural,780687.4510876099
2104.269467436214,5,1.5,9.597771949786289,Urban,620792.847308051
3448.0605507401697,5,3.0,35.96172095220734,Suburban,734809.771170754
3246.4889428950964,2,3.0,13.577522758874283,Urban,736939.2833197924
2635.2926446578344,5,1.0,15.810756128166503,Suburban,634561.2880973105
3859.350859558186,1,1.5,42.248542682005066,Suburban,746763.4134726209
1441.518449690889,2,1.5,23.816117610345216,Urban,379159.6923296616
1149.6454729907884,4,1.5,33.48772256091239,Rural,380318.4524431094
3532.678294257351,2,3.0,20.11865253612338,Suburban,740494.2159258311
2205.2794132279946,3,2.5,14.90034285968777,Rural,570760.1677831395
3510.3003334625937,4,2.0,31.273903021233068,Urban,811230.8880716508
3657.8886566253277,3,3.0,7.742878703941064,Rural,762363.4994496028
999.8642995810286,4,1.5,18.64999177834315,Suburban,366155.4444408748
3627.087241555394,5,3.0,10.451851869296114,Suburban,833221.1667882472
2234.620977182151,2,1.0,34.789748347037275,Suburban,540078.6520607162
2433.383964813543,1,1.5,47.21044191730538,Urban,536500.0463503863
2805.0960354982726,4,1.0,49.77554840079332,Suburban,590405.628616861
3764.4243415362776,4,1.5,22.513840522079537,Urban,807532.4417850963
861.1715021752449,3,3.0,12.626519481822223,Rural,360602.4891337338
2325.8990986170147,5,2.5,22.141468519216208,Suburban,619047.4448446152
3000.710535777794,3,2.0,42.36347049813619,Suburban,633661.3571566856
3112.662264634331,3,1.0,10.300283927601994,Suburban,669083.2418919553
3016.1037809187455,5,3.0,47.60478258264619,Rural,665179.4246640377
1230.1924141059899,1,2.5,17.09328843990755,Suburban,397758.99735306686
1758.0658827893799,3,3.0,49.29018297251525,Urban,477724.19586002396
1947.8896813344431,3,1.0,41.93044437669811,Rural,450957.12374510267
3374.199064574416,4,2.0,40.428526707369514,Rural,700836.2746483138
1692.0315917265698,5,3.0,15.89523368866418,Rural,485790.3601200135
1474.25588437505,2,1.5,0.4388605973964732,Rural,400931.2159625047
3863.8336609219077,1,2.5,19.106645441299392,Rural,777531.1556827174
828.3625123631004,1,3.0,15.090468483134684,Urban,324978.1515355158
3993.02673818233,5,2.5,1.8698495204398646,Rural,850311.3151703824
2965.828156343666,4,1.5,25.268262825296482,Suburban,645455.0451506682
3451.1017582371746,4,2.0,20.15156556413683,Rural,740701.4669668141
1742.782068307818,5,2.0,31.72782338707624,Rural,532399.0212844223
845.8088885345919,4,1.5,31.05931610970416,Rural,330658.1327399432
3161.1824593968963,1,2.5,6.037331794834006,Rural,661975.2796217883
3469.2627104021626,1,3.0,48.84827730633113,Rural,655632.1845366535
3169.5236222512613,2,1.5,9.346571472072347,Urban,702349.6109697714
1257.1209193626835,5,1.0,22.263701238235228,Urban,480885.4427931196
3210.969351222301,3,2.5,24.405877171686747,Rural,692597.7132644219
3260.5529027444513,3,2.0,40.653139860706005,Urban,756065.1971922049
2907.3296501441755,2,1.5,4.961479804732338,Suburban,668827.5619630077
3251.570984945876,2,2.0,21.432213960426587,Rural,669577.1068725561
3506.9486069687428,4,2.5,31.425108511810194,Suburban,760001.4250216589
2763.533165559867,2,2.0,10.757781081202777,Suburban,656390.6565052498
1083.535084702973,2,1.5,31.37339493830364,Rural,331403.37928424694
2360.408990935075,3,2.5,46.18324187748264,Suburban,583556.5379682131
1048.477870949136,4,1.0,49.87590655863375,Suburban,392453.92088627006
2104.1376993037784,2,1.5,1.6225538395337857,Suburban,522413.71369955083
2102.7407652020083,2,3.0,11.779411412233875,Rural,530670.8106867677
1011.231501248773,4,1.5,15.515355789584873,Rural,393269.4530890587
1916.2257087023338,5,2.5,19.956305022248305,Suburban,570327.5520635522
1155.1939161322075,4,1.5,12.11285787923837,Rural,413876.0441990028
3386.352672029511,3,1.0,10.174399727765627,Rural,681109.0245331064
3832.6016830863064,5,1.0,47.727692120875,Suburban,775194.225778835
1031.4127208254035,1,3.0,45.92608013852589,Rural,298880.4875664609
3856.3686633334446,4,2.0,2.3496250501558738,Urban,885394.0905192343
2472.2451178775846,3,2.5,16.940651080242407,Rural,561688.6184588575
1758.6101694523963,5,2.5,20.25742768392033,Urban,586498.6318775158
1045.9586408837233,4,2.0,11.950726733297168,Suburban,420539.751680835
2401.9976578253372,2,1.0,31.443644849408773,Rural,541940.6083188473
3342.4497423703956,4,1.0,32.01903733221205,Suburban,695757.7624784473
3062.676727253434,1,1.5,42.525211416429855,Suburban,610822.3449253879
960.7232366847161,4,3.0,37.04346341926089,Suburban,388043.8778060729
1033.2858731772913,5,3.0,27.12866634829778,Suburban,427963.5546687498
2089.1945044244385,5,3.0,32.67933850222099,Suburban,581612.9851783791
1744.9295809534185,4,1.5,13.699439077150904,Rural,480009.46845795965
1543.629833779353,5,3.0,29.652809498367883,Urban,524595.8071898082
1699.2143965078835,2,2.0,24.46136273749596,Rural,456092.0758399903
3371.144778550031,4,1.5,6.66722336581852,Rural,713174.2472478683
3773.5297716219325,2,2.0,12.127213829148536,Rural,789843.2542922494
2096.3286224882127,2,1.5,14.584672536079301,Rural,517002.59996452153
3699.555206823991,3,3.0,46.2154783526279,Urban,769413.764817304
1828.7862439932223,4,2.0,11.519331969294472,Rural,515475.3254987953
2324.598356300133,5,2.0,14.462195140983408,Suburban,632257.5338271974
1523.2927930111991,2,2.0,18.467706504471614,Rural,390320.34596949455
2849.5233349627006,3,1.5,33.18713693126935,Rural,612580.9319806679
3932.7395685593883,4,2.5,5.911919623607026,Urban,874928.7096436011
2731.1779073388116,4,3.0,47.6972606246888,Urban,649067.814625995
1945.0050691633564,1,2.0,43.27856100473822,Suburban,450319.3361050455
2873.015827169691,1,2.5,28.860803650447508,Rural,582585.8389057504
1193.3461710892402,2,3.0,33.701893371247834,Rural,392786.17367155297
3643.709056849276,1,3.0,0.8330235622107995,Rural,733190.4485386322
2409.8686424954763,2,2.0,16.947238767422434,Suburban,580372.6364071621
2237.9191745268545,5,2.0,39.7830115330721,Urban,567797.1368935528
2674.7673230512614,2,1.5,3.8741486896192945,Suburban,606604.7536910707
2799.308360926088,1,2.5,14.11569171053601,Rural,598526.7855754044
1029.6825799248418,5,2.5,29.264841416715566,Urban,433801.72455970006
2984.375107914888,1,2.0,12.820651384947091,Urban,651909.2488583782
1574.1813770096946,2,3.0,46.69889870722596,Suburban,411078.0073373258
3084.6484240210875,3,2.0,6.5529315402145185,Urban,736235.1476632467
3432.1113420294296,4,3.0,39.86971789538893,Urban,794936.1405109331
3372.667224168065,1,3.0,25.397434595320412,Rural,678859.4313127564
2568.003095705245,2,2.0,37.5165387909978,Rural,530751.1754043562
2464.5436553944037,5,1.0,15.535766415572372,Urban,680024.7685213248
1257.2030762861175,1,2.5,25.72448011560194,Urban,377760.03266915807
3281.1076812900337,1,3.0,42.841767486158815,Suburban,635135.9395376834
1668.510017429486,4,3.0,23.34390495615522,Suburban,461680.15932787233
2389.425353017429,2,1.0,17.985993095513482,Urban,572416.8477953542
1709.6770973680534,3,1.5,26.807769312636804,Rural,442795.4675822665
1228.250761599018,5,1.0,35.868137651818344,Urban,458988.60957096115
2814.584630053557,2,1.0,22.178167274925137,Urban,642231.2185020193
973.8625114332922,5,3.0,46.94384875711365,Rural,384939.5524495809
3195.66474920384,1,2.5,14.747291202117102,Rural,651675.0772692038
1816.2777448355732,4,1.0,23.77318030845602,Suburban,515868.0268608333
800.431017614353,4,1.5,37.846382967072074,Suburban,372066.0677101315
2435.613245559135,3,2.0,34.45605452478791,Suburban,591065.5162916803
949.9261072883301,4,1.0,43.18205262085781,Suburban,335036.23085540754
1683.7425850268783,1,1.0,49.84045903405544,Rural,388352.2397976198
3062.3247598582916,3,1.5,21.34291643975448,Urban,687464.0030296451
1000.6067891899708,2,2.5,5.557543989165592,Suburban,349932.12807213055
3485.8831755392075,4,1.0,1.5207940403983988,Suburban,748380.9010480437
812.223752507466,3,1.0,36.343845306988584,Rural,288326.1494863764
1589.8363814460872,1,2.5,43.70068356543578,Rural,389353.9672307482
3170.8929796866287,5,1.5,11.035629297220934,Urban,803309.9407072825
1812.0644791337818,5,1.0,7.922401859495299,Urban,536253.4804983346
1126.0556418112433,1,2.5,3.1102545762845493,Rural,384767.8614892285
1952.7485401613692,1,1.0,41.13514608586032,Suburban,430431.9439044937
1665.2585164304817,5,2.0,15.569096994629216,Suburban,473891.9807210361
3496.6780869137756,3,3.0,20.084844637988823,Suburban,749302.3483404708
1802.713336272458,5,2.0,25.137509580480614,Urban,573803.430723742
3324.5839096832233,1,1.0,41.97266171047754,Suburban,648608.3151285906
3653.990863394351,4,1.5,32.54166107807425,Suburban,776145.9924043575
2188.215742644895,2,3.0,30.753231492890563,Rural,544049.2100807312
3711.8180603340543,4,2.0,8.783604997795535,Suburban,787262.378273598
2007.4177726822172,4,2.5,25.659494585491487,Rural,506918.16271499614
3885.0509327683462,1,1.5,35.76905085893276,Suburban,694214.0168703907
1085.7264784818335,5,2.0,48.66304415152459,Urban,436737.5690456061
2998.4616528103766,3,2.5,10.070315460667612,Suburban,698448.617133481
2380.204929462172,4,1.0,0.47716765336133227,Suburban,616032.9021577867
2040.4761774580707,5,2.5,3.765071679923487,Rural,551146.1304576516
2824.678011995523,3,2.0,18.79262325909896,Rural,597824.0994218324
3052.34269322986,4,2.0,41.02723238729936,Rural,635431.8054285129
813.962462880989,3,1.0,0.3571040884122523,Suburban,328285.819896562
1334.2498839910359,5,2.5,22.836529644292014,Suburban,495880.13113262044
3081.7473620298197,2,2.5,16.461530767069725,Urban,718303.1080130532
2932.4333234502606,5,1.0,2.624085504986379,Suburban,693076.5002001463
3891.352016411767,1,2.5,22.511814333630863,Urban,799676.027993334
3235.3209288025055,3,1.0,12.737435366835943,Rural,668993.4590305851
3842.4726647402817,2,1.5,17.59424171735032,Rural,763562.2532093251
3048.129604911382,3,2.0,35.28076523921465,Rural,624176.7607426527
1753.767067646218,3,1.5,26.077549195548354,Urban,509492.539870863
1137.1677512027406,4,3.0,6.232371449640667,Suburban,422348.7252790826
3301.836362703794,1,3.0,48.07072702118195,Rural,663323.0279552502
2861.277508722931,3,3.0,31.79553828548692,Suburban,643847.629859066
954.195239658548,5,1.0,38.29342128312658,Suburban,354034.3455936902
1952.1614908831307,5,2.5,3.9606575004185407,Rural,593623.5004770441
3861.7594095497157,4,1.5,2.3529189730009445,Urban,857949.9161573318
2401.283666272644,1,1.5,0.9724025184040586,Suburban,545276.5200015213
2184.7332352630547,1,1.5,9.439701388672223,Rural,510933.85006781126
2264.6387365097407,5,1.5,20.720419885924755,Suburban,564675.5691990387
1468.4247168165239,2,3.0,46.79130667014114,Suburban,430609.67263754463
1979.8629467673447,4,1.5,22.852982963288817,Suburban,523837.5649236439
1983.4024191589651,4,2.5,14.51275526862647,Suburban,562513.3619185869
967.5360645999117,5,3.0,28.096762675983168,Suburban,381076.1777935418
3256.216411257338,5,1.5,5.596728906739462,Urban,772687.2136192013
2132.814182092413,2,1.0,30.47529455024916,Urban,519538.4355505224
3430.9756378125544,2,2.0,28.421597716525167,Rural,711830.7322277285
3521.1136035836653,1,2.0,39.59965167028548,Urban,727175.6101460139
1478.380975035706,4,2.0,49.3343805808512,Urban,449573.22492215637
2903.5311429444114,4,3.0,12.543673585805525,Urban,729344.9530023237
2311.3017733215415,5,1.5,25.48282254018803,Suburban,618843.8254925829
3616.501561348752,1,3.0,45.44327031595018,Suburban,708032.1942179115
1490.370173364653,4,2.5,39.25949422114206,Rural,430618.73257484974
2969.0022409921417,1,1.0,24.37031515504038,Rural,553185.9281387227
2744.806791208712,1,1.0,47.26858248073889,Rural,528870.9894937117
1744.964728229865,5,2.0,2.861834675840469,Suburban,504090.3337849488
1237.1228916837524,1,2.0,46.5499309856292,Urban,361731.8091862695
2885.247233527285,2,2.0,2.5253696191403274,Urban,695024.4182748074
3163.5118660234584,2,1.5,27.365237205734218,Suburban,617268.7531968482
1810.00750004272,3,2.5,44.52204740005429,Rural,484163.2540987695
2863.464332871404,5,2.5,13.13604717806514,Rural,682279.1402195215
2064.4189043568103,3,2.5,23.612424947257928,Rural,518007.1133637315
3082.2620265043765,2,2.5,16.21644395684833,Suburban,663574.4644160372
1437.4888796609698,3,2.0,47.60719585381757,Rural,358751.3984443547
3648.688008435758,5,1.0,41.18227973765454,Rural,740461.1380417844
1719.710708689855,5,2.0,35.45007556631898,Suburban,544454.732106149
1976.9151608196894,1,2.5,29.381349330755434,Urban,477735.014867129
985.8942466571193,4,2.0,41.029589466207405,Suburban,335083.7002978495
1156.8390794280845,1,2.5,19.613352076177353,Suburban,364238.3303861774
2450.75808867945,5,3.0,22.377592755303095,Suburban,638520.5902431681
1656.2965655295088,2,1.0,36.500086054043074,Suburban,410477.8029594703
3473.5367223750222,2,3.0,17.88773816468571,Urban,763431.7290586128
847.0188436958523,1,1.5,3.195047102418691,Rural,314241.8316658823
2013.100955750196,5,2.0,3.716730444303573,Suburban,566505.1409225195
1879.5057496610966,2,1.5,5.768140065285193,Urban,517545.92654953164
861.8484189363234,5,2.0,43.48406616718314,Rural,371270.6899158654
1197.9788768016329,2,3.0,23.611321287810217,Rural,356179.7368973388
2123.656559739633,5,2.5,35.64411846723682,Rural,508960.7386149355
2377.166670231829,3,2.5,19.645466780244664,Suburban,597845.703596448
2093.727191215581,5,2.0,12.935547370781725,Suburban,631182.7828236149
2499.0005709187003,5,2.5,17.359608378110597,Rural,629843.3841867181
2704.421359698181,1,3.0,39.70911726585918,Rural,569992.7307101871
831.756227609074,3,2.5,31.26080625157191,Rural,320086.4592279094
2285.1045102512126,4,3.0,46.8819889978951,Rural,587644.904369992
3883.1975708402824,1,1.5,33.985238928841696,Rural,724439.2580383033
2460.903296414556,4,3.0,28.5090815877347,Rural,596895.12967415
2968.1352558686503,2,1.0,30.509800449291724,Urban,662927.76421639
1797.9643453340263,4,1.0,47.11857197342073,Rural,442890.6205827468
3276.77241008884,5,1.0,39.4100464933353,Suburban,691411.9409984736
3273.348742003568,4,2.0,1.2020618683218909,Suburban,767446.2570231273
2468.1473524932444,1,2.0,26.70698480678486,Suburban,531684.173913759
3923.2442344934834,1,2.0,34.41692057732824,Rural,719560.5140431741
1201.7606872404908,4,3.0,37.434923921957754,Suburban,459830.1423355797
854.2325276466592,1,2.0,10.657105965696834,Urban,338905.83711684775
3264.5062776227073,1,1.5,43.35886772256761,Rural,633701.5955667852
3382.8977195676243,4,1.0,47.79215735875819,Suburban,705233.065396541
1184.663133185844,3,3.0,11.835765292243488,Urban,428137.3148782265
1649.8650654675394,3,1.0,44.13077287586229,Urban,467137.65934470703
856.1675627732125,2,2.0,4.84893812580477,Suburban,349867.7759659116
1738.587554497807,1,3.0,2.7853418057622594,Urban,484815.19473611016
3274.053996539749,4,2.5,6.461190005137468,Suburban,760810.7162329517
2457.4736886802525,1,1.5,2.8870539733518,Urban,572947.7974460861
1913.905898138522,5,2.0,42.2506118577888,Rural,487745.3656608189
1989.565743700257,1,2.0,2.9525072229135976,Rural,456369.00924508244
804.331602289498,1,1.5,13.583209568182774,Rural,289967.7031945015
1759.361688208755,3,1.5,5.187817176792819,Rural,468561.81745595153
2868.6679732413777,4,2.5,14.771101815688247,Rural,698063.1745513977
3917.422220212343,1,2.0,4.527973380046024,Suburban,782226.1973850463
3510.5946463484784,3,2.0,33.4001625371507,Rural,702484.9685460494
875.5038868656932,2,1.0,6.6663408171287575,Rural,317815.5949856035
3675.3939349594857,3,3.0,42.59229629194439,Rural,722831.4475204863
3306.234922555603,3,3.0,40.85955253633205,Rural,693393.0610365144
3297.2035954271373,3,1.0,0.683084273530471,Urban,750280.7905701055
2265.586428811429,1,3.0,44.78631777575573,Rural,498965.09269866475
2073.616937454409,1,1.5,1.447215837168353,Rural,513151.32339138817
1769.3303322662164,2,3.0,11.98228924787783,Suburban,540367.6031089437
1010.2235486539705,5,3.0,1.619456888799753,Urban,483342.02283612156
1530.353163179837,5,1.0,16.792174351965798,Suburban,501336.72668072017
1589.1316319296789,5,2.5,25.69332628566358,Rural,536045.671696933
2349.046623072645,2,3.0,39.832243450756906,Suburban,527400.2330538104
3191.8221011094206,5,3.0,16.89907752349181,Suburban,759486.7858184214
2316.191450873429,5,2.5,35.27450123365583,Rural,575094.2857556252
985.1022382309139,3,1.0,9.375222855949017,Urban,405243.26708390954
3864.9273631622523,1,2.5,37.52992283720632,Urban,780141.560026664
3816.717821101159,1,1.0,11.799830295461877,Suburban,729339.1964716333
3312.606538074907,3,1.5,7.177237797188396,Rural,707432.6992409886
3972.249285005506,3,1.0,9.270442518702716,Suburban,832505.4050252408
2542.3434649608416,3,1.5,9.10315644409277,Suburban,578673.8706795322
3880.8587208102595,1,1.5,25.643143968849557,Suburban,733038.7730399098
1041.9361299736024,5,1.0,42.2398790594073,Rural,345105.0387357969
1970.1783944363883,3,2.0,3.9802538496252815,Rural,523074.43642557116
1521.2200576216505,2,1.0,35.34781592467113,Urban,447645.5143108757
1426.6658692296642,3,3.0,32.717322982642884,Rural,381087.86809568654
1250.5694364565634,4,3.0,43.62599759146812,Suburban,420847.3891465881
2791.7236530111895,3,2.0,12.207378025345362,Suburban,628066.7555808295
3300.229938391376,1,1.5,22.505492934251482,Urban,710137.0533210546
2650.5548781451544,3,2.0,46.29136872217587,Rural,571552.4974881723
1270.280670682271,4,3.0,32.99967250676586,Suburban,435155.90687712276
3395.5960637871067,2,2.0,19.438420643079844,Urban,734874.249020945
2835.0550629239315,5,1.0,6.570619142763423,Urban,731172.0163596232
2042.1302596063856,3,2.0,13.124250395029552,Suburban,574167.919161884
2957.2169457154014,4,1.5,29.060773874469163,Suburban,644328.4613852121
1631.6959335770653,4,1.0,35.90839737802568,Rural,419794.87029864104
1904.6150671814737,2,2.5,6.221094342594674,Urban,538401.1237857204
3735.9546980223686,1,3.0,29.9798630022027,Suburban,729085.2947351142
1729.6144181485452,3,3.0,27.51756394193755,Urban,530596.2741883497
2303.962458105397,4,2.0,25.6977723345354,Rural,586778.945562961
3648.451639667247,2,1.0,34.506155884100394,Suburban,706830.0638210576
3064.708320856088,5,2.5,41.87247975417309,Rural,675063.0230414106
999.0503237270489,4,1.0,16.149484158843418,Urban,398212.4839671595
1271.369741692705,2,3.0,44.45060950554797,Rural,368335.2160276182
825.0930904701338,1,1.0,8.031680630927534,Rural,292029.0267374963
2818.949728733323,1,2.5,8.651193487558217,Urban,601634.9246414569
2232.554961313339,4,2.0,13.338603181196195,Rural,547195.5306388023
1229.6795228872816,4,1.5,5.976543477353891,Urban,447893.39797832665
3865.3891873816656,3,1.0,11.515961234143878,Suburban,777352.6302381682
2494.9111166259836,2,1.5,5.32058814514223,Urban,549121.8815016962
1574.0585411612453,4,3.0,41.08762084926952,Urban,457253.7110178234
2401.9314276950645,3,2.0,6.94844959433123,Suburban,567234.0940482412
2974.785064752345,3,2.0,37.36487787799284,Urban,671547.1978177946
1043.9654975154062,4,1.0,2.395693395666687,Suburban,390475.0873620181
1679.0522081532545,1,2.0,47.42601637569576,Suburban,391800.43319672096
3382.2895708287797,2,1.0,35.55800437638831,Urban,717715.7304637856
2270.9275852885157,2,1.0,0.3398274293055892,Rural,546221.983662447
2549.0468545033436,1,1.5,38.1928250100107,Rural,524662.5762351285
2185.0112070703017,4,2.0,25.704096038309267,Suburban,564449.9906766091
940.4798164576164,2,1.0,38.96825851675599,Rural,274970.5029332182
1330.399295424499,4,1.5,26.124840444529422,Rural,396195.2072560149
2225.7332439740508,4,2.5,32.051242881767735,Urban,560155.7560518355
