order_id,customer_id,product_id,quantity,order_date,status,product_name,category,price,name,region,signup_date,total_amount,month
114,75,5,2,2023-01-05 17:00:00,Completed,Product_5,Clothing,66.78,Customer_75,North,2023-08-11,133.56,2023-01
115,72,31,1,2023-01-05 18:00:00,Completed,Product_31,Books,132.15,Customer_72,South,2023-08-02,132.15,2023-01
117,38,38,1,2023-01-05 20:00:00,Pending,Product_38,Electronics,465.55,Customer_38,North,2023-04-22,465.55,2023-01
118,84,3,1,2023-01-05 21:00:00,Completed,Product_3,Clothing,46.28,Customer_84,West,2023-09-07,46.28,2023-01
120,89,37,3,2023-01-05 23:00:00,Completed,Product_37,Electronics,89.0,Customer_89,West,2023-09-22,267.0,2023-01
121,99,37,3,2023-01-06 00:00:00,Completed,Product_37,Electronics,89.0,Customer_99,South,2023-10-22,267.0,2023-01
122,25,10,2,2023-01-06 01:00:00,Completed,Product_10,Home,162.38,Customer_25,West,2023-03-14,324.76,2023-01
123,93,10,2,2023-01-06 02:00:00,Completed,Product_10,Home,162.38,Customer_93,South,2023-10-04,324.76,2023-01
124,18,19,4,2023-01-06 03:00:00,Completed,Product_19,Books,285.03,Customer_18,West,2023-02-21,1140.12,2023-01
126,66,21,1,2023-01-06 05:00:00,Completed,Product_21,Books,251.96,Customer_66,South,2023-07-15,251.96,2023-01
127,54,14,1,2023-01-06 06:00:00,Completed,Product_14,Clothing,444.73,Customer_54,West,2023-06-09,444.73,2023-01
128,35,9,3,2023-01-06 07:00:00,Completed,Product_9,Clothing,41.14,Customer_35,South,2023-04-13,123.42,2023-01
130,61,1,4,2023-01-06 09:00:00,Unknown,Product_1,Home,367.21,Customer_61,East,2023-06-30,1468.84,2023-01
131,41,45,1,2023-01-06 10:00:00,Completed,Product_45,Books,274.28,Customer_41,East,2023-05-01,274.28,2023-01
133,33,4,4,2023-01-06 12:00:00,Completed,Product_4,Books,185.65,Customer_33,West,2023-04-07,742.6,2023-01
134,68,1,2,2023-01-06 13:00:00,Pending,Product_1,Home,367.21,Customer_68,North,2023-07-21,734.42,2023-01
135,33,49,2,2023-01-06 14:00:00,Completed,Product_49,Electronics,63.93,Customer_33,West,2023-04-07,127.86,2023-01
137,21,32,3,2023-01-06 16:00:00,Completed,Product_32,Electronics,211.09,Customer_21,South,2023-03-02,633.27,2023-01
138,48,34,1,2023-01-06 17:00:00,Completed,Product_34,Electronics,122.11,Customer_48,East,2023-05-22,122.11,2023-01
139,20,28,4,2023-01-06 18:00:00,Pending,Product_28,Electronics,164.03,Customer_20,East,2023-02-27,656.12,2023-01
140,8,31,1,2023-01-06 19:00:00,Completed,Product_31,Books,132.15,Customer_8,North,2023-01-22,132.15,2023-01
141,7,8,3,2023-01-06 20:00:00,Completed,Product_8,Books,172.14,Customer_7,North,2023-01-19,516.42,2023-01
142,67,39,1,2023-01-06 21:00:00,Completed,Product_39,Home,405.98,Customer_67,West,2023-07-18,405.98,2023-01
143,17,26,4,2023-01-06 22:00:00,Completed,Product_26,Books,25.4,Customer_17,West,2023-02-18,101.6,2023-01
144,33,34,1,2023-01-06 23:00:00,Completed,Product_34,Electronics,122.11,Customer_33,West,2023-04-07,122.11,2023-01
145,48,3,2,2023-01-07 00:00:00,Completed,Product_3,Clothing,46.28,Customer_48,East,2023-05-22,92.56,2023-01
146,76,50,3,2023-01-07 01:00:00,Completed,Product_50,Books,121.69,Customer_76,South,2023-08-14,365.07,2023-01
147,59,12,3,2023-01-07 02:00:00,Completed,Product_12,Home,367.51,Customer_59,East,2023-06-24,1102.53,2023-01
148,86,1,3,2023-01-07 03:00:00,Pending,Product_1,Home,367.21,Customer_86,East,2023-09-13,1101.6299999999999,2023-01
149,22,44,4,2023-01-07 04:00:00,Completed,Product_44,Books,447.35,Customer_22,North,2023-03-05,1789.4,2023-01
150,30,5,3,2023-01-07 05:00:00,Completed,Product_5,Clothing,66.78,Customer_30,West,2023-03-29,200.34,2023-01
151,38,30,2,2023-01-07 06:00:00,Completed,Product_30,Books,454.71,Customer_38,North,2023-04-22,909.42,2023-01
152,51,30,4,2023-01-07 07:00:00,Completed,Product_30,Books,454.71,Customer_51,East,2023-05-31,1818.84,2023-01
153,54,17,2,2023-01-07 08:00:00,Pending,Product_17,Electronics,359.49,Customer_54,West,2023-06-09,718.98,2023-01
154,8,48,1,2023-01-07 09:00:00,Completed,Product_48,Home,165.82,Customer_8,North,2023-01-22,165.82,2023-01
155,27,47,1,2023-01-07 10:00:00,Completed,Product_47,Home,449.08,Customer_27,South,2023-03-20,449.08,2023-01
156,27,23,1,2023-01-07 11:00:00,Pending,Product_23,Clothing,219.5,Customer_27,South,2023-03-20,219.5,2023-01
157,98,15,1,2023-01-07 12:00:00,Pending,Product_15,Home,241.39,Customer_98,West,2023-10-19,241.39,2023-01
158,21,37,2,2023-01-07 13:00:00,Completed,Product_37,Electronics,89.0,Customer_21,South,2023-03-02,178.0,2023-01
159,30,21,4,2023-01-07 14:00:00,Pending,Product_21,Books,251.96,Customer_30,West,2023-03-29,1007.84,2023-01
161,28,2,3,2023-01-07 16:00:00,Completed,Product_2,Clothing,387.92,Customer_28,South,2023-03-23,1163.76,2023-01
162,64,11,2,2023-01-07 17:00:00,Pending,Product_11,Books,169.34,Customer_64,North,2023-07-09,338.68,2023-01
163,97,39,1,2023-01-07 18:00:00,Pending,Product_39,Home,405.98,Customer_97,South,2023-10-16,405.98,2023-01
164,69,38,2,2023-01-07 19:00:00,Completed,Product_38,Electronics,465.55,Customer_69,West,2023-07-24,931.1,2023-01
165,61,34,3,2023-01-07 20:00:00,Completed,Product_34,Electronics,122.11,Customer_61,East,2023-06-30,366.33,2023-01
166,48,38,3,2023-01-07 21:00:00,Completed,Product_38,Electronics,465.55,Customer_48,East,2023-05-22,1396.65,2023-01
168,4,34,2,2023-01-07 23:00:00,Unknown,Product_34,Electronics,122.11,Customer_4,East,2023-01-10,244.22,2023-01
169,35,18,2,2023-01-08 00:00:00,Completed,Product_18,Clothing,382.78,Customer_35,South,2023-04-13,765.56,2023-01
170,64,30,4,2023-01-08 01:00:00,Completed,Product_30,Books,454.71,Customer_64,North,2023-07-09,1818.84,2023-01
171,49,15,1,2023-01-08 02:00:00,Completed,Product_15,Home,241.39,Customer_49,South,2023-05-25,241.39,2023-01
172,17,27,2,2023-01-08 03:00:00,Completed,Product_27,Clothing,321.84,Customer_17,West,2023-02-18,643.68,2023-01
173,44,34,2,2023-01-08 04:00:00,Completed,Product_34,Electronics,122.11,Customer_44,West,2023-05-10,244.22,2023-01
174,92,38,2,2023-01-08 05:00:00,Completed,Product_38,Electronics,465.55,Customer_92,West,2023-10-01,931.1,2023-01
175,30,33,3,2023-01-08 06:00:00,Pending,Product_33,Electronics,380.22,Customer_30,West,2023-03-29,1140.66,2023-01
176,93,24,3,2023-01-08 07:00:00,Completed,Product_24,Home,22.46,Customer_93,South,2023-10-04,67.38,2023-01
177,46,15,4,2023-01-08 08:00:00,Pending,Product_15,Home,241.39,Customer_46,West,2023-05-16,965.56,2023-01
178,6,30,1,2023-01-08 09:00:00,Completed,Product_30,Books,454.71,Customer_6,West,2023-01-16,454.71,2023-01
179,99,42,4,2023-01-08 10:00:00,Completed,Product_42,Electronics,403.8,Customer_99,South,2023-10-22,1615.2,2023-01
180,37,17,1,2023-01-08 11:00:00,Completed,Product_17,Electronics,359.49,Customer_37,West,2023-04-19,359.49,2023-01
181,24,5,3,2023-01-08 12:00:00,Completed,Product_5,Clothing,66.78,Customer_24,West,2023-03-11,200.34,2023-01
183,46,4,3,2023-01-08 14:00:00,Completed,Product_4,Books,185.65,Customer_46,West,2023-05-16,556.95,2023-01
185,95,17,2,2023-01-08 16:00:00,Completed,Product_17,Electronics,359.49,Customer_95,South,2023-10-10,718.98,2023-01
186,99,10,2,2023-01-08 17:00:00,Pending,Product_10,Home,162.38,Customer_99,South,2023-10-22,324.76,2023-01
187,60,17,3,2023-01-08 18:00:00,Completed,Product_17,Electronics,359.49,Customer_60,North,2023-06-27,1078.47,2023-01
188,97,20,2,2023-01-08 19:00:00,Pending,Product_20,Electronics,387.77,Customer_97,South,2023-10-16,775.54,2023-01
189,63,24,2,2023-01-08 20:00:00,Pending,Product_24,Home,22.46,Customer_63,North,2023-07-06,44.92,2023-01
190,85,5,4,2023-01-08 21:00:00,Completed,Product_5,Clothing,66.78,Customer_85,East,2023-09-10,267.12,2023-01
191,32,34,1,2023-01-08 22:00:00,Completed,Product_34,Electronics,122.11,Customer_32,North,2023-04-04,122.11,2023-01
193,33,2,3,2023-01-09 00:00:00,Unknown,Product_2,Clothing,387.92,Customer_33,West,2023-04-07,1163.76,2023-01
194,67,13,4,2023-01-09 01:00:00,Completed,Product_13,Books,322.4,Customer_67,West,2023-07-18,1289.6,2023-01
195,18,43,4,2023-01-09 02:00:00,Pending,Product_43,Books,101.42,Customer_18,West,2023-02-21,405.68,2023-01
198,54,11,1,2023-01-09 05:00:00,Unknown,Product_11,Books,169.34,Customer_54,West,2023-06-09,169.34,2023-01
199,58,47,4,2023-01-09 06:00:00,Pending,Product_47,Home,449.08,Customer_58,North,2023-06-21,1796.32,2023-01
200,67,23,1,2023-01-09 07:00:00,Completed,Product_23,Clothing,219.5,Customer_67,West,2023-07-18,219.5,2023-01
201,46,16,1,2023-01-09 08:00:00,Completed,Product_16,Books,68.6,Customer_46,West,2023-05-16,68.6,2023-01
202,24,31,3,2023-01-09 09:00:00,Completed,Product_31,Books,132.15,Customer_24,West,2023-03-11,396.45000000000005,2023-01
203,32,11,3,2023-01-09 10:00:00,Pending,Product_11,Books,169.34,Customer_32,North,2023-04-04,508.02,2023-01
204,47,16,4,2023-01-09 11:00:00,Pending,Product_16,Books,68.6,Customer_47,West,2023-05-19,274.4,2023-01
205,86,8,3,2023-01-09 12:00:00,Completed,Product_8,Books,172.14,Customer_86,East,2023-09-13,516.42,2023-01
207,66,40,3,2023-01-09 14:00:00,Pending,Product_40,Electronics,320.37,Customer_66,South,2023-07-15,961.11,2023-01
208,27,4,1,2023-01-09 15:00:00,Completed,Product_4,Books,185.65,Customer_27,South,2023-03-20,185.65,2023-01
209,2,25,4,2023-01-09 16:00:00,Completed,Product_25,Electronics,62.87,Customer_2,West,2023-01-04,251.48,2023-01
210,90,3,2,2023-01-09 17:00:00,Completed,Product_3,Clothing,46.28,Customer_90,South,2023-09-25,92.56,2023-01
211,17,32,1,2023-01-09 18:00:00,Completed,Product_32,Electronics,211.09,Customer_17,West,2023-02-18,211.09,2023-01
212,33,3,3,2023-01-09 19:00:00,Completed,Product_3,Clothing,46.28,Customer_33,West,2023-04-07,138.84,2023-01
213,9,27,1,2023-01-09 20:00:00,Completed,Product_27,Clothing,321.84,Customer_9,East,2023-01-25,321.84,2023-01
214,43,29,3,2023-01-09 21:00:00,Completed,Product_29,Books,259.2,Customer_43,South,2023-05-07,777.5999999999999,2023-01
215,48,32,3,2023-01-09 22:00:00,Completed,Product_32,Electronics,211.09,Customer_48,East,2023-05-22,633.27,2023-01
216,39,50,1,2023-01-09 23:00:00,Completed,Product_50,Books,121.69,Customer_39,North,2023-04-25,121.69,2023-01
217,93,19,4,2023-01-10 00:00:00,Completed,Product_19,Books,285.03,Customer_93,South,2023-10-04,1140.12,2023-01
218,42,21,3,2023-01-10 01:00:00,Pending,Product_21,Books,251.96,Customer_42,East,2023-05-04,755.88,2023-01
219,26,5,4,2023-01-10 02:00:00,Completed,Product_5,Clothing,66.78,Customer_26,South,2023-03-17,267.12,2023-01
221,50,28,3,2023-01-10 04:00:00,Unknown,Product_28,Electronics,164.03,Customer_50,South,2023-05-28,492.09000000000003,2023-01
222,25,42,4,2023-01-10 05:00:00,Completed,Product_42,Electronics,403.8,Customer_25,West,2023-03-14,1615.2,2023-01
223,24,22,4,2023-01-10 06:00:00,Completed,Product_22,Electronics,266.14,Customer_24,West,2023-03-11,1064.56,2023-01
224,13,21,2,2023-01-10 07:00:00,Completed,Product_21,Books,251.96,Customer_13,East,2023-02-06,503.92,2023-01
225,60,6,4,2023-01-10 08:00:00,Completed,Product_6,Clothing,432.92,Customer_60,North,2023-06-27,1731.68,2023-01
226,7,1,4,2023-01-10 09:00:00,Completed,Product_1,Home,367.21,Customer_7,North,2023-01-19,1468.84,2023-01
227,57,5,2,2023-01-10 10:00:00,Completed,Product_5,Clothing,66.78,Customer_57,West,2023-06-18,133.56,2023-01
228,36,41,3,2023-01-10 11:00:00,Completed,Product_41,Books,437.02,Customer_36,North,2023-04-16,1311.06,2023-01
229,45,12,4,2023-01-10 12:00:00,Completed,Product_12,Home,367.51,Customer_45,West,2023-05-13,1470.04,2023-01
230,20,26,4,2023-01-10 13:00:00,Completed,Product_26,Books,25.4,Customer_20,East,2023-02-27,101.6,2023-01
231,65,46,4,2023-01-10 14:00:00,Completed,Product_46,Home,405.65,Customer_65,East,2023-07-12,1622.6,2023-01
232,8,34,1,2023-01-10 15:00:00,Completed,Product_34,Electronics,122.11,Customer_8,North,2023-01-22,122.11,2023-01
233,16,49,2,2023-01-10 16:00:00,Completed,Product_49,Electronics,63.93,Customer_16,North,2023-02-15,127.86,2023-01
234,14,14,1,2023-01-10 17:00:00,Completed,Product_14,Clothing,444.73,Customer_14,East,2023-02-09,444.73,2023-01
235,76,26,2,2023-01-10 18:00:00,Unknown,Product_26,Books,25.4,Customer_76,South,2023-08-14,50.8,2023-01
236,87,45,3,2023-01-10 19:00:00,Completed,Product_45,Books,274.28,Customer_87,South,2023-09-16,822.8399999999999,2023-01
237,15,27,3,2023-01-10 20:00:00,Completed,Product_27,Clothing,321.84,Customer_15,West,2023-02-12,965.52,2023-01
238,92,9,4,2023-01-10 21:00:00,Completed,Product_9,Clothing,41.14,Customer_92,West,2023-10-01,164.56,2023-01
239,98,26,2,2023-01-10 22:00:00,Completed,Product_26,Books,25.4,Customer_98,West,2023-10-19,50.8,2023-01
240,66,47,3,2023-01-10 23:00:00,Unknown,Product_47,Home,449.08,Customer_66,South,2023-07-15,1347.24,2023-01
241,32,22,2,2023-01-11 00:00:00,Pending,Product_22,Electronics,266.14,Customer_32,North,2023-04-04,532.28,2023-01
242,87,47,3,2023-01-11 01:00:00,Completed,Product_47,Home,449.08,Customer_87,South,2023-09-16,1347.24,2023-01
243,63,30,1,2023-01-11 02:00:00,Pending,Product_30,Books,454.71,Customer_63,North,2023-07-06,454.71,2023-01
244,86,43,3,2023-01-11 03:00:00,Unknown,Product_43,Books,101.42,Customer_86,East,2023-09-13,304.26,2023-01
246,25,17,3,2023-01-11 05:00:00,Pending,Product_17,Electronics,359.49,Customer_25,West,2023-03-14,1078.47,2023-01
247,58,26,4,2023-01-11 06:00:00,Pending,Product_26,Books,25.4,Customer_58,North,2023-06-21,101.6,2023-01
248,63,36,1,2023-01-11 07:00:00,Completed,Product_36,Electronics,151.98,Customer_63,North,2023-07-06,151.98,2023-01
249,62,1,3,2023-01-11 08:00:00,Completed,Product_1,Home,367.21,Customer_62,East,2023-07-03,1101.6299999999999,2023-01
250,22,8,4,2023-01-11 09:00:00,Completed,Product_8,Books,172.14,Customer_22,North,2023-03-05,688.56,2023-01
251,58,49,1,2023-01-11 10:00:00,Completed,Product_49,Electronics,63.93,Customer_58,North,2023-06-21,63.93,2023-01
252,58,35,4,2023-01-11 11:00:00,Completed,Product_35,Home,47.72,Customer_58,North,2023-06-21,190.88,2023-01
253,86,15,2,2023-01-11 12:00:00,Completed,Product_15,Home,241.39,Customer_86,East,2023-09-13,482.78,2023-01
