order_id,customer_id,product_id,quantity,order_date,status
58,16,36,2,2023-01-03 09:00:00,Cancelled
59,97,26,3,2023-01-03 10:00:00,
60,73,8,3,2023-01-03 11:00:00,Pending
61,59,50,1,2023-01-03 12:00:00,Completed
62,70,28,2,2023-01-03 13:00:00,Completed
63,80,28,1,2023-01-03 14:00:00,Pending
64,93,37,1,2023-01-03 15:00:00,Completed
65,3,41,2,2023-01-03 16:00:00,Pending
66,20,36,2,2023-01-03 17:00:00,Completed
67,59,27,4,2023-01-03 18:00:00,Completed
68,36,17,2,2023-01-03 19:00:00,Completed
69,19,9,3,2023-01-03 20:00:00,Completed
70,90,33,1,2023-01-03 21:00:00,
71,67,20,1,2023-01-03 22:00:00,Pending
72,19,13,3,2023-01-03 23:00:00,Pending
73,20,28,2,2023-01-04 00:00:00,Completed
74,96,48,3,2023-01-04 01:00:00,Completed
75,71,29,3,2023-01-04 02:00:00,Completed
76,52,13,4,2023-01-04 03:00:00,Completed
77,33,46,3,2023-01-04 04:00:00,Completed
78,40,35,1,2023-01-04 05:00:00,Completed
79,39,6,3,2023-01-04 06:00:00,Completed
80,82,18,1,2023-01-04 07:00:00,Completed
81,1,5,1,2023-01-04 08:00:00,
82,11,47,1,2023-01-04 09:00:00,Cancelled
83,92,25,2,2023-01-04 10:00:00,Completed
84,57,2,4,2023-01-04 11:00:00,Completed
85,89,10,1,2023-01-04 12:00:00,Pending
86,50,30,1,2023-01-04 13:00:00,Completed
87,23,50,2,2023-01-04 14:00:00,Cancelled
88,31,45,1,2023-01-04 15:00:00,Cancelled
89,94,5,3,2023-01-04 16:00:00,Completed
90,42,33,3,2023-01-04 17:00:00,Completed
91,99,1,4,2023-01-04 18:00:00,Completed
92,7,18,1,2023-01-04 19:00:00,Completed
93,16,32,2,2023-01-04 20:00:00,Completed
94,90,47,3,2023-01-04 21:00:00,Cancelled
95,60,49,2,2023-01-04 22:00:00,Completed
96,2,11,2,2023-01-04 23:00:00,Completed
97,1,21,3,2023-01-05 00:00:00,Cancelled
98,48,26,2,2023-01-05 01:00:00,Pending
99,12,25,3,2023-01-05 02:00:00,Completed
100,69,22,2,2023-01-05 03:00:00,Completed
101,37,27,3,2023-01-05 04:00:00,Completed
102,32,49,1,2023-01-05 05:00:00,Completed
103,9,13,4,2023-01-05 06:00:00,Completed
104,99,33,3,2023-01-05 07:00:00,Completed
105,19,34,3,2023-01-05 08:00:00,
106,48,41,4,2023-01-05 09:00:00,Completed
107,80,35,3,2023-01-05 10:00:00,Cancelled
108,3,1,3,2023-01-05 11:00:00,
109,20,21,2,2023-01-05 12:00:00,Completed
110,24,48,4,2023-01-05 13:00:00,Cancelled
111,54,6,1,2023-01-05 14:00:00,Completed
112,33,28,3,2023-01-05 15:00:00,Cancelled
113,24,17,4,2023-01-05 16:00:00,Completed
114,75,5,2,2023-01-05 17:00:00,Completed
115,72,31,1,2023-01-05 18:00:00,Completed
116,36,5,4,2023-01-05 19:00:00,Cancelled
117,38,38,1,2023-01-05 20:00:00,Pending
118,84,3,1,2023-01-05 21:00:00,Completed
119,99,23,1,2023-01-05 22:00:00,Cancelled
120,89,37,3,2023-01-05 23:00:00,Completed
121,99,37,3,2023-01-06 00:00:00,Completed
122,25,10,2,2023-01-06 01:00:00,Completed
123,93,10,2,2023-01-06 02:00:00,Completed
124,18,19,4,2023-01-06 03:00:00,Completed
125,82,17,2,2023-01-06 04:00:00,Cancelled
126,66,21,1,2023-01-06 05:00:00,Completed
127,54,14,1,2023-01-06 06:00:00,Completed
128,35,9,3,2023-01-06 07:00:00,Completed
129,80,46,1,2023-01-06 08:00:00,Cancelled
130,61,1,4,2023-01-06 09:00:00,
131,41,45,1,2023-01-06 10:00:00,Completed
132,100,13,1,2023-01-06 11:00:00,Cancelled
133,33,4,4,2023-01-06 12:00:00,Completed
134,68,1,2,2023-01-06 13:00:00,Pending
135,33,49,2,2023-01-06 14:00:00,Completed
136,14,40,4,2023-01-06 15:00:00,Cancelled
137,21,32,3,2023-01-06 16:00:00,Completed
138,48,34,1,2023-01-06 17:00:00,Completed
139,20,28,4,2023-01-06 18:00:00,Pending
140,8,31,1,2023-01-06 19:00:00,Completed
141,7,8,3,2023-01-06 20:00:00,Completed
142,67,39,1,2023-01-06 21:00:00,Completed
143,17,26,4,2023-01-06 22:00:00,Completed
144,33,34,1,2023-01-06 23:00:00,Completed
145,48,3,2,2023-01-07 00:00:00,Completed
146,76,50,3,2023-01-07 01:00:00,Completed
147,59,12,3,2023-01-07 02:00:00,Completed
148,86,1,3,2023-01-07 03:00:00,Pending
149,22,44,4,2023-01-07 04:00:00,Completed
150,30,5,3,2023-01-07 05:00:00,Completed
151,38,30,2,2023-01-07 06:00:00,Completed
152,51,30,4,2023-01-07 07:00:00,Completed
153,54,17,2,2023-01-07 08:00:00,Pending
154,8,48,1,2023-01-07 09:00:00,Completed
155,27,47,1,2023-01-07 10:00:00,Completed
156,27,23,1,2023-01-07 11:00:00,Pending
157,98,15,1,2023-01-07 12:00:00,Pending
158,21,37,2,2023-01-07 13:00:00,Completed
159,30,21,4,2023-01-07 14:00:00,Pending
160,97,14,4,2023-01-07 15:00:00,Cancelled
161,28,2,3,2023-01-07 16:00:00,Completed
162,64,11,2,2023-01-07 17:00:00,Pending
163,97,39,1,2023-01-07 18:00:00,Pending
164,69,38,2,2023-01-07 19:00:00,Completed
165,61,34,3,2023-01-07 20:00:00,Completed
166,48,38,3,2023-01-07 21:00:00,Completed
167,19,50,2,2023-01-07 22:00:00,Cancelled
168,4,34,2,2023-01-07 23:00:00,
169,35,18,2,2023-01-08 00:00:00,Completed
170,64,30,4,2023-01-08 01:00:00,Completed
171,49,15,1,2023-01-08 02:00:00,Completed
172,17,27,2,2023-01-08 03:00:00,Completed
173,44,34,2,2023-01-08 04:00:00,Completed
174,92,38,2,2023-01-08 05:00:00,Completed
175,30,33,3,2023-01-08 06:00:00,Pending
176,93,24,3,2023-01-08 07:00:00,Completed
177,46,15,4,2023-01-08 08:00:00,Pending
178,6,30,1,2023-01-08 09:00:00,Completed
179,99,42,4,2023-01-08 10:00:00,Completed
180,37,17,1,2023-01-08 11:00:00,Completed
181,24,5,3,2023-01-08 12:00:00,Completed
182,93,29,3,2023-01-08 13:00:00,Cancelled
183,46,4,3,2023-01-08 14:00:00,Completed
184,53,10,4,2023-01-08 15:00:00,Cancelled
185,95,17,2,2023-01-08 16:00:00,Completed
186,99,10,2,2023-01-08 17:00:00,Pending
187,60,17,3,2023-01-08 18:00:00,Completed
188,97,20,2,2023-01-08 19:00:00,Pending
189,63,24,2,2023-01-08 20:00:00,Pending
190,85,5,4,2023-01-08 21:00:00,Completed
191,32,34,1,2023-01-08 22:00:00,Completed
192,87,6,3,2023-01-08 23:00:00,Cancelled
193,33,2,3,2023-01-09 00:00:00,
194,67,13,4,2023-01-09 01:00:00,Completed
195,18,43,4,2023-01-09 02:00:00,Pending
196,25,43,2,2023-01-09 03:00:00,Cancelled
197,95,48,3,2023-01-09 04:00:00,Cancelled
198,54,11,1,2023-01-09 05:00:00,
199,58,47,4,2023-01-09 06:00:00,Pending
200,67,23,1,2023-01-09 07:00:00,Completed
201,46,16,1,2023-01-09 08:00:00,Completed
202,24,31,3,2023-01-09 09:00:00,Completed
203,32,11,3,2023-01-09 10:00:00,Pending
204,47,16,4,2023-01-09 11:00:00,Pending
205,86,8,3,2023-01-09 12:00:00,Completed
206,23,4,3,2023-01-09 13:00:00,Cancelled
207,66,40,3,2023-01-09 14:00:00,Pending
208,27,4,1,2023-01-09 15:00:00,Completed
209,2,25,4,2023-01-09 16:00:00,Completed
210,90,3,2,2023-01-09 17:00:00,Completed
211,17,32,1,2023-01-09 18:00:00,Completed
212,33,3,3,2023-01-09 19:00:00,Completed
213,9,27,1,2023-01-09 20:00:00,Completed
214,43,29,3,2023-01-09 21:00:00,Completed
215,48,32,3,2023-01-09 22:00:00,Completed
216,39,50,1,2023-01-09 23:00:00,Completed
217,93,19,4,2023-01-10 00:00:00,Completed
218,42,21,3,2023-01-10 01:00:00,Pending
219,26,5,4,2023-01-10 02:00:00,Completed
220,99,18,2,2023-01-10 03:00:00,Cancelled
221,50,28,3,2023-01-10 04:00:00,
222,25,42,4,2023-01-10 05:00:00,Completed
223,24,22,4,2023-01-10 06:00:00,Completed
224,13,21,2,2023-01-10 07:00:00,Completed
225,60,6,4,2023-01-10 08:00:00,Completed
226,7,1,4,2023-01-10 09:00:00,Completed
227,57,5,2,2023-01-10 10:00:00,Completed
228,36,41,3,2023-01-10 11:00:00,Completed
229,45,12,4,2023-01-10 12:00:00,Completed
230,20,26,4,2023-01-10 13:00:00,Completed
231,65,46,4,2023-01-10 14:00:00,Completed
232,8,34,1,2023-01-10 15:00:00,Completed
233,16,49,2,2023-01-10 16:00:00,Completed
234,14,14,1,2023-01-10 17:00:00,Completed
235,76,26,2,2023-01-10 18:00:00,
236,87,45,3,2023-01-10 19:00:00,Completed
237,15,27,3,2023-01-10 20:00:00,Completed
238,92,9,4,2023-01-10 21:00:00,Completed
239,98,26,2,2023-01-10 22:00:00,Completed
240,66,47,3,2023-01-10 23:00:00,
241,32,22,2,2023-01-11 00:00:00,Pending
242,87,47,3,2023-01-11 01:00:00,Completed
243,63,30,1,2023-01-11 02:00:00,Pending
244,86,43,3,2023-01-11 03:00:00,
245,51,48,1,2023-01-11 04:00:00,Cancelled
246,25,17,3,2023-01-11 05:00:00,Pending
247,58,26,4,2023-01-11 06:00:00,Pending
248,63,36,1,2023-01-11 07:00:00,Completed
249,62,1,3,2023-01-11 08:00:00,Completed
250,22,8,4,2023-01-11 09:00:00,Completed
251,58,49,1,2023-01-11 10:00:00,Completed
252,58,35,4,2023-01-11 11:00:00,Completed
253,86,15,2,2023-01-11 12:00:00,Completed
254,49,47,2,2023-01-11 13:00:00,Completed
255,52,22,1,2023-01-11 14:00:00,Pending
256,42,14,3,2023-01-11 15:00:00,Cancelled
257,70,26,1,2023-01-11 16:00:00,Completed
258,15,28,4,2023-01-11 17:00:00,Completed
259,54,23,3,2023-01-11 18:00:00,Cancelled
260,60,14,2,2023-01-11 19:00:00,Completed
261,97,24,3,2023-01-11 20:00:00,Pending
262,8,2,2,2023-01-11 21:00:00,Completed
263,53,45,3,2023-01-11 22:00:00,Completed
264,60,26,3,2023-01-11 23:00:00,
265,5,14,3,2023-01-12 00:00:00,Completed
266,68,7,4,2023-01-12 01:00:00,Completed
267,6,3,4,2023-01-12 02:00:00,Pending
268,96,47,1,2023-01-12 03:00:00,Completed
269,94,23,1,2023-01-12 04:00:00,Completed
270,47,46,2,2023-01-12 05:00:00,
271,99,43,4,2023-01-12 06:00:00,Completed
272,55,47,2,2023-01-12 07:00:00,Cancelled
273,40,45,1,2023-01-12 08:00:00,Completed
274,52,18,2,2023-01-12 09:00:00,Completed
275,16,38,1,2023-01-12 10:00:00,Completed
276,13,35,4,2023-01-12 11:00:00,Completed
277,30,15,3,2023-01-12 12:00:00,Cancelled
278,19,25,4,2023-01-12 13:00:00,Cancelled
279,17,37,2,2023-01-12 14:00:00,Completed
280,63,28,2,2023-01-12 15:00:00,Pending
281,19,10,4,2023-01-12 16:00:00,Completed
282,92,39,4,2023-01-12 17:00:00,Completed
283,58,17,1,2023-01-12 18:00:00,Completed
284,55,39,2,2023-01-12 19:00:00,Completed
285,90,22,2,2023-01-12 20:00:00,Completed
286,90,26,4,2023-01-12 21:00:00,Pending
287,62,44,3,2023-01-12 22:00:00,Completed
288,23,25,2,2023-01-12 23:00:00,Completed
289,9,17,3,2023-01-13 00:00:00,Completed
290,12,13,4,2023-01-13 01:00:00,Completed
291,1,20,4,2023-01-13 02:00:00,Pending
292,58,25,1,2023-01-13 03:00:00,Completed
293,1,4,2,2023-01-13 04:00:00,Completed
294,34,10,3,2023-01-13 05:00:00,Completed
295,96,3,1,2023-01-13 06:00:00,Completed
296,48,41,2,2023-01-13 07:00:00,Completed
297,89,45,1,2023-01-13 08:00:00,Completed
298,1,18,4,2023-01-13 09:00:00,Pending
299,16,47,2,2023-01-13 10:00:00,Cancelled
300,61,36,1,2023-01-13 11:00:00,Completed
301,64,47,1,2023-01-13 12:00:00,Completed
302,63,22,3,2023-01-13 13:00:00,Completed
303,69,34,1,2023-01-13 14:00:00,Completed
304,22,47,2,2023-01-13 15:00:00,Completed
305,93,8,2,2023-01-13 16:00:00,Completed
306,67,40,3,2023-01-13 17:00:00,Completed
307,76,49,2,2023-01-13 18:00:00,Completed
308,26,44,4,2023-01-13 19:00:00,Completed
309,16,19,2,2023-01-13 20:00:00,Completed
310,51,42,2,2023-01-13 21:00:00,Completed
311,86,41,1,2023-01-13 22:00:00,Completed
312,57,37,1,2023-01-13 23:00:00,Completed
313,29,6,2,2023-01-14 00:00:00,Pending
314,78,26,3,2023-01-14 01:00:00,Completed
315,92,34,1,2023-01-14 02:00:00,
316,69,45,3,2023-01-14 03:00:00,Completed
317,47,6,2,2023-01-14 04:00:00,Pending
318,94,37,2,2023-01-14 05:00:00,Completed
319,62,33,4,2023-01-14 06:00:00,Pending
320,69,22,1,2023-01-14 07:00:00,Pending
321,76,21,2,2023-01-14 08:00:00,Completed
322,16,6,4,2023-01-14 09:00:00,Completed
323,90,6,1,2023-01-14 10:00:00,Completed
324,90,48,2,2023-01-14 11:00:00,Completed
325,48,4,2,2023-01-14 12:00:00,Completed
326,85,30,1,2023-01-14 13:00:00,Completed
327,39,11,1,2023-01-14 14:00:00,Completed
328,100,30,1,2023-01-14 15:00:00,Completed
329,33,31,2,2023-01-14 16:00:00,Pending
330,94,24,2,2023-01-14 17:00:00,Completed
331,23,9,4,2023-01-14 18:00:00,
332,10,3,3,2023-01-14 19:00:00,Completed
333,69,31,1,2023-01-14 20:00:00,Completed
334,100,40,2,2023-01-14 21:00:00,Completed
335,34,37,2,2023-01-14 22:00:00,Completed
336,52,36,1,2023-01-14 23:00:00,Pending
337,95,24,3,2023-01-15 00:00:00,Completed
338,10,31,1,2023-01-15 01:00:00,Pending
339,19,6,3,2023-01-15 02:00:00,Completed
340,58,2,2,2023-01-15 03:00:00,Completed
341,96,20,3,2023-01-15 04:00:00,Completed
342,1,28,4,2023-01-15 05:00:00,Completed
343,69,11,2,2023-01-15 06:00:00,Completed
344,4,4,4,2023-01-15 07:00:00,Completed
345,16,15,1,2023-01-15 08:00:00,Completed
346,24,6,1,2023-01-15 09:00:00,Completed
347,80,49,1,2023-01-15 10:00:00,Completed
348,2,30,3,2023-01-15 11:00:00,Completed
349,92,38,2,2023-01-15 12:00:00,Completed
350,32,2,1,2023-01-15 13:00:00,Completed
351,91,15,1,2023-01-15 14:00:00,Completed
352,84,11,2,2023-01-15 15:00:00,Completed
353,24,8,1,2023-01-15 16:00:00,Completed
354,12,26,4,2023-01-15 17:00:00,Completed
355,50,45,2,2023-01-15 18:00:00,Completed
356,35,44,2,2023-01-15 19:00:00,Cancelled
357,33,5,2,2023-01-15 20:00:00,Completed
358,33,6,4,2023-01-15 21:00:00,Completed
359,61,26,2,2023-01-15 22:00:00,Completed
360,51,4,4,2023-01-15 23:00:00,Completed
361,43,19,2,2023-01-16 00:00:00,Completed
362,12,20,3,2023-01-16 01:00:00,Completed
363,67,33,1,2023-01-16 02:00:00,Cancelled
364,65,20,3,2023-01-16 03:00:00,Completed
365,33,49,1,2023-01-16 04:00:00,Completed
366,40,12,4,2023-01-16 05:00:00,Completed
367,74,47,3,2023-01-16 06:00:00,Completed
368,43,1,2,2023-01-16 07:00:00,Completed
369,44,26,1,2023-01-16 08:00:00,Completed
370,29,14,1,2023-01-16 09:00:00,Completed
371,13,38,3,2023-01-16 10:00:00,Cancelled
372,12,37,4,2023-01-16 11:00:00,Completed
373,95,11,3,2023-01-16 12:00:00,Completed
374,46,36,4,2023-01-16 13:00:00,Completed
375,2,13,4,2023-01-16 14:00:00,Completed
376,35,43,1,2023-01-16 15:00:00,Completed
377,87,3,3,2023-01-16 16:00:00,Completed
378,81,33,3,2023-01-16 17:00:00,Pending
379,90,6,4,2023-01-16 18:00:00,Pending
380,8,50,3,2023-01-16 19:00:00,Completed
381,93,10,2,2023-01-16 20:00:00,Cancelled
382,26,5,2,2023-01-16 21:00:00,Completed
383,74,23,3,2023-01-16 22:00:00,Completed
384,90,10,3,2023-01-16 23:00:00,Completed
385,34,44,4,2023-01-17 00:00:00,
386,7,2,2,2023-01-17 01:00:00,Completed
387,68,13,2,2023-01-17 02:00:00,Completed
388,58,40,1,2023-01-17 03:00:00,Completed
389,75,2,4,2023-01-17 04:00:00,Completed
390,29,20,1,2023-01-17 05:00:00,Completed
391,36,1,2,2023-01-17 06:00:00,Completed
392,89,37,4,2023-01-17 07:00:00,Completed
393,21,9,3,2023-01-17 08:00:00,Completed
394,36,17,4,2023-01-17 09:00:00,Completed
395,10,9,3,2023-01-17 10:00:00,Completed
396,73,11,3,2023-01-17 11:00:00,Completed
397,24,15,4,2023-01-17 12:00:00,Completed
398,64,24,3,2023-01-17 13:00:00,Completed
399,99,38,1,2023-01-17 14:00:00,Completed
400,49,35,2,2023-01-17 15:00:00,Completed
401,99,30,3,2023-01-17 16:00:00,
402,36,31,1,2023-01-17 17:00:00,Completed
403,82,49,3,2023-01-17 18:00:00,Completed
404,96,5,2,2023-01-17 19:00:00,Completed
405,24,44,1,2023-01-17 20:00:00,Completed
406,23,50,2,2023-01-17 21:00:00,Completed
407,62,14,2,2023-01-17 22:00:00,Completed
408,96,11,1,2023-01-17 23:00:00,Completed
409,37,9,1,2023-01-18 00:00:00,Completed
410,12,34,1,2023-01-18 01:00:00,Cancelled
411,55,12,4,2023-01-18 02:00:00,Pending
412,13,35,1,2023-01-18 03:00:00,Completed
413,23,35,1,2023-01-18 04:00:00,Completed
414,89,1,1,2023-01-18 05:00:00,Pending
415,99,40,1,2023-01-18 06:00:00,Completed
416,30,22,3,2023-01-18 07:00:00,Completed
417,17,29,4,2023-01-18 08:00:00,
418,62,8,2,2023-01-18 09:00:00,Completed
419,84,11,1,2023-01-18 10:00:00,Completed
420,89,41,3,2023-01-18 11:00:00,
421,86,37,3,2023-01-18 12:00:00,Completed
422,13,14,3,2023-01-18 13:00:00,Completed
423,59,30,2,2023-01-18 14:00:00,Completed
424,19,35,1,2023-01-18 15:00:00,Pending
425,49,21,4,2023-01-18 16:00:00,Cancelled
426,100,37,4,2023-01-18 17:00:00,Pending
427,12,5,3,2023-01-18 18:00:00,Completed
428,61,19,2,2023-01-18 19:00:00,Pending
429,19,14,2,2023-01-18 20:00:00,Cancelled
430,76,26,2,2023-01-18 21:00:00,Completed
431,9,4,4,2023-01-18 22:00:00,Cancelled
432,71,25,3,2023-01-18 23:00:00,Pending
433,28,45,1,2023-01-19 00:00:00,Completed
434,78,42,4,2023-01-19 01:00:00,Completed
435,95,25,3,2023-01-19 02:00:00,Completed
436,52,18,3,2023-01-19 03:00:00,Completed
437,83,40,1,2023-01-19 04:00:00,Completed
438,16,8,1,2023-01-19 05:00:00,Completed
439,69,39,1,2023-01-19 06:00:00,Cancelled
440,99,40,2,2023-01-19 07:00:00,
441,12,14,1,2023-01-19 08:00:00,Pending
442,25,32,3,2023-01-19 09:00:00,Completed
443,52,38,1,2023-01-19 10:00:00,Completed
444,85,33,3,2023-01-19 11:00:00,Completed
445,100,23,4,2023-01-19 12:00:00,Completed
446,53,15,2,2023-01-19 13:00:00,Pending
447,23,33,4,2023-01-19 14:00:00,Cancelled
448,16,25,4,2023-01-19 15:00:00,Completed
449,57,17,3,2023-01-19 16:00:00,Cancelled
450,39,33,4,2023-01-19 17:00:00,Cancelled
451,53,47,3,2023-01-19 18:00:00,Completed
452,42,2,1,2023-01-19 19:00:00,Cancelled
453,58,14,1,2023-01-19 20:00:00,Completed
454,39,40,3,2023-01-19 21:00:00,Completed
455,14,40,1,2023-01-19 22:00:00,Completed
456,95,39,2,2023-01-19 23:00:00,Completed
457,5,6,4,2023-01-20 00:00:00,Completed
458,35,6,2,2023-01-20 01:00:00,Completed
459,87,3,4,2023-01-20 02:00:00,Completed
460,93,7,1,2023-01-20 03:00:00,Completed
461,75,8,2,2023-01-20 04:00:00,Completed
462,18,42,1,2023-01-20 05:00:00,Completed
463,76,15,4,2023-01-20 06:00:00,Completed
464,9,47,3,2023-01-20 07:00:00,Completed
465,74,29,3,2023-01-20 08:00:00,Completed
466,58,33,2,2023-01-20 09:00:00,Completed
467,17,30,1,2023-01-20 10:00:00,Completed
468,7,39,1,2023-01-20 11:00:00,Completed
469,46,27,2,2023-01-20 12:00:00,Pending
470,13,36,3,2023-01-20 13:00:00,Completed
471,40,29,4,2023-01-20 14:00:00,Completed
472,42,38,2,2023-01-20 15:00:00,
473,9,33,4,2023-01-20 16:00:00,Pending
474,50,37,3,2023-01-20 17:00:00,Cancelled
475,27,27,1,2023-01-20 18:00:00,Pending
476,66,33,3,2023-01-20 19:00:00,Completed
477,5,4,2,2023-01-20 20:00:00,Completed
478,29,22,1,2023-01-20 21:00:00,Completed
479,37,2,2,2023-01-20 22:00:00,Completed
480,38,10,2,2023-01-20 23:00:00,Completed
481,83,5,3,2023-01-21 00:00:00,Completed
482,8,10,2,2023-01-21 01:00:00,Completed
483,65,33,3,2023-01-21 02:00:00,Pending
484,86,38,1,2023-01-21 03:00:00,Pending
485,17,13,3,2023-01-21 04:00:00,Completed
486,71,31,1,2023-01-21 05:00:00,Pending
487,89,47,3,2023-01-21 06:00:00,Completed
488,45,36,4,2023-01-21 07:00:00,Cancelled
489,4,45,4,2023-01-21 08:00:00,Completed
490,36,24,2,2023-01-21 09:00:00,
491,70,15,3,2023-01-21 10:00:00,Completed
492,31,29,3,2023-01-21 11:00:00,Completed
493,19,8,1,2023-01-21 12:00:00,Completed
494,61,5,2,2023-01-21 13:00:00,Completed
495,54,29,3,2023-01-21 14:00:00,Completed
496,39,47,2,2023-01-21 15:00:00,Completed
497,91,4,4,2023-01-21 16:00:00,Completed
498,74,12,3,2023-01-21 17:00:00,Completed
499,90,45,3,2023-01-21 18:00:00,Completed
500,19,2,2,2023-01-21 19:00:00,Cancelled
